color,group,id,label,language,last_updated,links,markdown,parent,path,preview,tags,type,value
#FFC107,5,concepts/RiskManagement,RiskManagement,,2026-05-08,"['main-fund-selection-system', 'Backtesting', 'QuantPreScoring']","---
title: ""RiskManagement""
type: concept
tags: [risk, control, stock-selection]
sources: [main-fund-selection-system-analysis]
last_updated: 2026-05-08
---

# RiskManagement

[[main-fund-selection-system|主力选股系统]]的风险管理体系体现在多层防御式筛选和丰富的降级策略上。

## 多层防御式筛选

每一层都是Fail-Closed（失败时返回空而非放行）：
1. 数据质量检查
2. 硬过滤（涨跌幅/市值/ST）
3. 策略硬过滤（净流入/换手率）
4. 财务Guardrails（PE/PB/ROE/负债率）
5. 技术指标筛选
6. 量化预评分排序
7. AI五维分析
8. 策略适配检查
9. 资深研究员综合

## 降级策略

- AI不可用时：按量化+风控规则降级
- 推荐数量不足时：量化回填
- 数据获取失败：返回空

## Connections

- [[main-fund-selection-system]] — 所属系统
- [[Backtesting]] — 回测验证
- [[QuantPreScoring]] — 量化预评分",,wiki/concepts/RiskManagement.md,# RiskManagement [[main-fund-selection-system|主力选股系统]]的风险管理体系体现在多层防御式筛选和丰富的降级策略上。 ## 多层防御式筛选,"['risk', 'control', 'stock-selection']",concept,33
#FFC107,5,concepts/SectorRotation,SectorRotation,,2026-05-07,"['main-fund-selection-system', 'MoneyFlowStrategy', 'TrendTracking', 'AIAgent']","---
title: ""SectorRotation""
type: concept
tags: [quantitative-trading, a-share, sector-analysis]
sources: [a-share-quantitative-trading-strategies-guide, main-fund-selection-system-analysis]
last_updated: 2026-05-07
---

# SectorRotation

板块轮动策略是一种先判断当前市场最强行业或主题，再从强板块中挑选最强个股的量化方法。核心是""先选赛道，再选个股""。

## 常见信号
- 板块涨幅排名靠前
- 板块成交额放大
- 板块净流入持续增强
- 板块内涨停家数增加
- 龙头股持续创新高

## A 股中为什么很常见
A 股历来有明显的板块轮动特征，比如新能源、算力、半导体、军工、低空经济、机器人等，经常呈现""板块先强，个股扩散""的结构。

## 优缺点
- 优点：更符合 A 股的主题投资特征，能减少""选到逆板块个股""的概率
- 缺点：轮动太快时容易追涨杀跌，板块定义和成分更新需要维护

## 系统集成
本系统[[main-fund-selection-system|主力选股系统]]已内置""板块轮动""策略，与[[MoneyFlowStrategy|资金流]]、[[TrendTracking|趋势]]等策略可叠加使用。

## 参见
- [[main-fund-selection-system]]
- [[MoneyFlowStrategy]]
- [[AIAgent]]",,wiki/concepts/SectorRotation.md,"# SectorRotation 板块轮动策略是一种先判断当前市场最强行业或主题，再从强板块中挑选最强个股的量化方法。核心是""先选赛道，再选个股""。 ## 常见信号","['quantitative-trading', 'a-share', 'sector-analysis']",concept,17
#00BCD4,11,concepts/SelfImprovingAI,SelfImprovingAI,,2026-05-02,"['HermesAgent', 'AIAlignment', 'AIAgent', 'NousResearch']","---
title: ""SelfImprovingAI""
type: concept
tags: [ai, self-improvement, agent, learning]
sources: [github-hermes-ecosystem]
last_updated: 2026-05-02
---

## Overview

自我改进 AI（Self-Improving AI）是指能够从自身运行经验中学习并持续优化性能的 AI 系统。这一概念是 [[HermesAgent]] 的核心设计理念。

## Key Mechanisms

### 1. 技能自动创建
Agent 在完成复杂任务后，自动将成功的方法抽象为可复用的""技能""（Skill）。

### 2. 技能持续优化
- 使用 DSPy 等框架进行提示词优化
- GEPA（Gradient-free Evolutionary Prompt Adjustment）进化式改进
- 基于实际使用效果评分和迭代

### 3. 跨会话记忆
- FTS5 全文搜索历史对话
- LLM 摘要压缩长期记忆
- 定期""提醒""机制推动知识持久化

### 4. 用户建模
- Honcho 方言式用户建模
- 构建用户偏好和工作模式画像
- 跨会话保持个性化

## Safety Considerations

Self-improvement amplifies alignment risks that are manageable in static models but dangerous in autonomous agents:

- **Feedback Loop Instability**: An agent optimizing its own prompts may reinforce harmful biases or drift away from safety guardrails over time.
- **Reward Hacking in Skill Creation**: If the skill-creation metric is poorly specified, the agent may create superficially successful but brittle or unsafe skills.
- **Catastrophic Forgetting**: New skills can overwrite previously learned safety behaviors if memory management does not preserve critical constraints.
- **Opaque Evolution**: GEPA and DSPy optimize prompts through evolutionary or combinatorial search, making it difficult to interpret *why* a particular prompt works—or fails dangerously.

For a deeper treatment of these risks, see [[AIAlignment]].

## Connections

- [[HermesAgent]] — 实践者
- [[AIAgent]] — 所属领域
- [[NousResearch]] — 主要推动者
- [[AIAlignment]] — 安全与对齐风险
",,wiki/concepts/SelfImprovingAI.md,## Overview 自我改进 AI（Self-Improving AI）是指能够从自身运行经验中学习并持续优化性能的 AI 系统。这一概念是 [[HermesAgent]] 的核心设计理念。 ## Key Mechanisms,"['ai', 'self-improvement', 'agent', 'learning']",concept,13
#FFC107,5,concepts/SentimentAnalysis,Sentiment Analysis,,2026-05-09,"['新闻订阅系统', 'Qwen']","---
title: ""Sentiment Analysis""
type: concept
tags: [nlp, sentiment, analysis, ai]
sources: [news-feed-system, intro-to-llms]
last_updated: 2026-05-09
---

情感分析（Sentiment Analysis）是利用自然语言处理（NLP）技术自动判断文本情感倾向（正面/负面/中性）的技术。在[[新闻订阅系统]]中，使用[[Qwen]]大模型对A股新闻进行情感分析，分为利好/中性/利空三类，量化舆情影响。",,wiki/concepts/SentimentAnalysis.md,情感分析（Sentiment Analysis）是利用自然语言处理（NLP）技术自动判断文本情感倾向（正面/负面/中性）的技术。在[[新闻订阅系统]]中，使用[[Qwen]]大模型对A股新闻进行情感分析，分为利好/中性/利空三类，量化舆情影响。,"['nlp', 'sentiment', 'analysis', 'ai']",concept,7
#00BCD4,11,concepts/Slop,Slop,,2026-05-06,"['SimonWillison', 'Evaluation', 'SyntheticData']","---
title: ""Slop""
type: concept
tags: [ai-generated-content, terminology, quality]
sources: [things-we-learned-about-llms-in-2024]
last_updated: 2026-05-06
---

# Slop

""Slop"" is a term that became a term of art in 2024 to describe unwanted AI-generated content, analogous to ""spam"" for unwanted email. Coined and popularized by Simon Willison, it refers specifically to AI-generated content that is both **unrequested** and **unreviewed**. It was in the running for Oxford Word of the Year 2024, but lost to ""brain rot"".

## Definition

> ""Slop describes AI-generated content that is both unrequested and unreviewed."" — Simon Willison

## Impact

- Gave society a concise way to talk about negative AI content
- Differentiates legitimate AI use from low-effort, low-quality generation
- Helps in AI literacy: ""Ignore that article, it's slop""

## Connections

- [[SimonWillison]] — coined the term
- [[Evaluation]] — how to distinguish slop from quality AI output
- [[SyntheticData]] — deliberately created synthetic data is NOT slop",,wiki/concepts/Slop.md,"# Slop ""Slop"" is a term that became a term of art in 2024 to describe unwanted AI-generated content, analogous to ""spam"" for unwanted email. Coined and popularized by Simon Willison, it refers specifically to AI-generate","['ai-generated-content', 'terminology', 'quality']",concept,6
#00BCD4,11,concepts/StateSpaceModels,State Space Models,,2026-05-04,"['Transformer', 'AttentionMechanism', 'LargeLanguageModels']","---
title: ""State Space Models""
type: concept
tags: [architecture, ssm, mamba, sequence-modeling]
sources: [intro-to-llms]
last_updated: 2026-05-04
---

# State Space Models

**State Space Models (SSMs)** are a class of sequence models that offer a principled alternative to the [[Transformer]] architecture. Instead of relying on pairwise attention (which scales quadratically with sequence length), SSMs compress the entire sequence into a fixed-size hidden state through linear-time recurrent updates. This makes them theoretically more efficient for very long sequences.

## Core Idea

A state space model defines a mapping from an input sequence $x(t)$ to an output $y(t)$ via a latent state $h(t)$:

- $h'(t) = Ah(t) + Bx(t)$
- $y(t) = Ch(t) + Dx(t)$

In discrete form (for digital implementation), this becomes a recurrent update similar to RNNs but with structured matrices that enable stable gradient flow and efficient parallel training.

## Key Variants

### Mamba (2023)
- **Authors**: Albert Gu & Tri Dao
- **Innovation**: Introduces **selective state spaces**—the matrices $B$, $C$, and step size $\Delta$ are input-dependent, allowing the model to selectively remember or forget information.
- **Advantage**: Matches Transformer quality on language modeling while scaling linearly with sequence length.
- **Limitation**: Struggles with tasks requiring strong recall of specific tokens from distant context (""copying"" tasks), as the compressed state may lose fine-grained details.

### Mamba-2 (2024)
- Re-frames selective SSMs through the lens of **structured attention**, revealing a deep theoretical connection between SSMs and attention mechanisms.
- Achieves faster training through hardware-aware algorithms similar to FlashAttention.

### Hyena / Striped Hyena
- Replaces attention with long convolutions and gating mechanisms.
- Demonstrates that subquadratic operators can match Transformer performance when combined with sufficient data and scale.

### Griffin & Hawk (Google DeepMind, 2024)
- **Hawk**: Purely recurrent Gated Linear Recurrent Unit (LRU).
- **Griffin**: Hybrid architecture combining local attention with global recurrent branches.
- Shows that RNN-like recurrence can be competitive when gated and initialized carefully.

## Comparison with Transformers

| Property | Transformer | SSM (Mamba) |
|---|---|---|
| Training parallelization | Yes (full) | Yes (via convolutional mode) |
| Inference speed | O(n²) per token | O(1) per token (constant state) |
| Long-context scaling | Quadratic cost | Linear cost |
| Recall / copying | Strong | Weaker (state compression loss) |
| Ecosystem maturity | Dominant (GPT, LLaMA, Claude) | Emerging |

## When to Use SSMs

- **Very long sequences**: Genomics, audio, time-series forecasting where context exceeds 100k tokens.
- **Resource-constrained inference**: Edge devices where KV-cache memory from Transformers is prohibitive.
- **Streaming applications**: Real-time processing where the model cannot see the full future context.

## Connections
- [[Transformer]] — dominant alternative architecture
- [[AttentionMechanism]] — the operation SSMs seek to replace
- [[LargeLanguageModels]] — SSMs are increasingly integrated into LLM research (e.g., hybrid Transformer-SSM layers)
",,wiki/concepts/StateSpaceModels.md,# State Space Models **State Space Models (SSMs)** are a class of sequence models that offer a principled alternative to the [[Transformer]] architecture. Instead of relying on pairwise attention (which scales quadratica,"['architecture', 'ssm', 'mamba', 'sequence-modeling']",concept,7
#FFC107,5,concepts/StatisticalArbitrage,StatisticalArbitrage,,2026-05-07,"['EventDriven', 'ConvertibleBondArbitrage', 'RiskManagement']","---
title: ""StatisticalArbitrage""
type: concept
tags: [quantitative-trading, a-share, arbitrage]
sources: [a-share-quantitative-trading-strategies-guide]
last_updated: 2026-05-07
---

# StatisticalArbitrage

统计套利/配对交易策略寻找两只历史相关性较强的资产，当价差异常扩大时，赌它们未来重新收敛。

## 常见做法
- 同行业龙头之间配对
- ETF 与行业龙头组合
- 指数成分股相对价差交易

## 在 A 股中的限制
A 股股票做空限制较多，股票层面的标准配对交易没有海外市场那么容易落地，很多时候需要借助股指期货、ETF、融资融券。

## 适合谁
- 有较强统计建模能力
- 能处理高频或中频数据
- 有对冲工具可用

## 参见
- [[EventDriven]]
- [[ConvertibleBondArbitrage]]
- [[RiskManagement]]",,wiki/concepts/StatisticalArbitrage.md,# StatisticalArbitrage 统计套利/配对交易策略寻找两只历史相关性较强的资产，当价差异常扩大时，赌它们未来重新收敛。 ## 常见做法,"['quantitative-trading', 'a-share', 'arbitrage']",concept,9
#FFC107,5,concepts/StockSelectionStrategy,StockSelectionStrategy,,2026-05-08,"['main-fund-selection-system', 'QuantPreScoring', 'RiskManagement', 'Backtesting']","---
title: ""StockSelectionStrategy""
type: concept
tags: [strategy, stock-selection, quant]
sources: [main-fund-selection-system-analysis]
last_updated: 2026-05-08
---

# StockSelectionStrategy

AI驱动的股票选择策略框架。在[[main-fund-selection-system|主力选股系统]]中，选股策略定义了从数据过滤到量化评分的全套规则。

## 7种内置策略

| 策略ID | 中文名 | 核心特征 |
|--------|--------|----------|
| main_force_accumulation | 主力吸筹 | 资金大涨幅小，建仓特征 |
| short_term_breakout | 短期爆发 | 突破形态，涨幅5-30% |
| value_stable | 价值稳健 | 低PE/PB，高ROE |
| growth_potential | 成长潜力 | 高成长评分，容忍较高PE |
| sector_rotation | 板块轮动 | 板块热度+龙头效应 |
| low_risk_income | 低风险收益 | 低波动，低估值 |
| controlled_pullback | 温和回调多头 | 回调-1%~-3%，均线多头 |

## 策略配置分层

GLOBAL → STRATEGY-SPECIFIC → DATABASE VERSION → USER OVERRIDE

## Connections

- [[main-fund-selection-system]] — 所属系统
- [[QuantPreScoring]] — 策略自适应权重
- [[RiskManagement]] — 策略风控
- [[Backtesting]] — 回测验证",,wiki/concepts/StockSelectionStrategy.md,# StockSelectionStrategy AI驱动的股票选择策略框架。在[[main-fund-selection-system|主力选股系统]]中，选股策略定义了从数据过滤到量化评分的全套规则。 ## 7种内置策略,"['strategy', 'stock-selection', 'quant']",concept,9
#FFC107,5,concepts/StreamingAnalysis,Streaming Analysis,,2026-05-09,"['ai-intelligent-analysis-system', 'ThreeStageAnalysisPipeline', 'DataPipeline', 'SentimentAnalysis']","---
title: ""Streaming Analysis""
type: concept
tags: [ai, streaming, websocket, sse]
sources: [ai-intelligent-analysis-system]
last_updated: 2026-05-09
---

## Summary

流式分析（Streaming Analysis）是[[ai-intelligent-analysis-system|AI智能分析系统]]的三种交互模式之一，包括WebSocket实时流式和SSE批量进度推送两种形态。WebSocket流式分析将分析拆解为10个阶段按序推送（INIT→STOCK_INFO→KLINE_DATA→FUNDAMENTAL_DATA→TECHNICAL_DATA→FUND_FLOW_DATA→RISK_DATA→NEWS_DATA→AI_ANALYSIS→FINAL_RESULT），K线数据优先1-2秒内到达。SSE批量分析（最多50只股票）使用 `POST /analyze/batch` 创建任务、`GET /analyze/batch/{task_id}/stream` 实时推送进度、`POST /analyze/batch/{task_id}/cancel` 取消任务，事件类型包括started/progress/stock_completed/completed/failed/heartbeat。

## Related Concepts

- [[ThreeStageAnalysisPipeline]] — 流水线分析
- [[DataPipeline]] — 数据管道
- [[SentimentAnalysis]] — 情感分析",,wiki/concepts/StreamingAnalysis.md,## Summary 流式分析（Streaming Analysis）是[[ai-intelligent-analysis-system|AI智能分析系统]]的三种交互模式之一，包括WebSocket实时流式和SSE批量进度推送两种形态。WebSocket流式分析将分析拆解为10个阶段按序推送（INIT→STOCK_INFO→KLINE_DATA→FUNDAMENTAL_DATA→TECHNICAL_DATA→FUND_FLOW_DAT,"['ai', 'streaming', 'websocket', 'sse']",concept,5
#00BCD4,11,concepts/SyntheticData,Synthetic Data,,2026-05-06,"['ModelCollapse', 'DeepSeekV3', 'DeepSeekR1', 'LLaMA', 'Microsoft', 'Phi4', 'Slop']","---
title: ""Synthetic Data""
type: concept
tags: [training-data, ai, efficiency]
sources: [things-we-learned-about-llms-in-2024]
last_updated: 2026-05-06
---

# Synthetic Data

Synthetic data refers to AI-generated training data deliberately created to train or fine-tune other AI models. In 2024, this became a deliberate advantage rather than a cheap substitute, contradicting [[ModelCollapse]] concerns about recursive training on AI-generated content.

## Key Advantages (per Phi-4 technical report)

- **Structured and Gradual Learning**: Each token generated by a language model is by definition predicted by preceding tokens, making reasoning patterns easier to follow
- **Curriculum Design**: Can structure complexity progression deliberately
- **Knowledge Distillation**: Larger models generate training data for smaller, cheaper models

## Notable Examples in 2024

- [[DeepSeekV3]] used reasoning data created by [[DeepSeekR1]]
- [[LLaMA|Llama 3.3 70B]] fine-tuning used 25M+ synthetically generated examples
- [[Microsoft|Phi-4]] emphasized synthetic data as a deliberate design choice

## Connection to Model Collapse

Contrary to the concern that models degenerate when trained on AI-generated content ([[ModelCollapse]]), synthetic data is now deliberately curated and provides structured learning advantages impossible with raw web scrapes.

## Connections

- [[ModelCollapse]] — theoretical concern contradicted by practice
- [[DeepSeekV3]] — used synthetic reasoning data
- [[Phi4]] — emphasized synthetic data advantages
- [[LLaMA]] — Llama 3.3 used synthetic data for fine-tuning
- [[Slop]] — synthetic data is NOT slop; it's deliberately designed",,wiki/concepts/SyntheticData.md,"# Synthetic Data Synthetic data refers to AI-generated training data deliberately created to train or fine-tune other AI models. In 2024, this became a deliberate advantage rather than a cheap substitute, contradicting [","['training-data', 'ai', 'efficiency']",concept,10
#00BCD4,1,concepts/TaskScheduling,TaskScheduling,,2026-05-09,"['APScheduler', 'task-scheduler-and-infrastructure', 'MainFundSelection', 'Backtesting', 'Redis', 'Prometheus']","---
title: ""TaskScheduling""
type: concept
tags: [infrastructure, automation]
sources: [task-scheduler-and-infrastructure]
last_updated: 2026-05-09
---

# TaskScheduling

任务调度是平台基础设施的核心模式，通过 [[APScheduler]] 统一管理所有定时任务的注册、触发和监控。支持 Cron 表达式、Interval 触发和 Date 触发三种方式，并集成交易日历感知功能——非交易时间自动跳过数据刷新任务，减少无效请求。

## Key Claims

- 集中注册管理，支持手动触发（`POST /tasks/{id}/run`）
- 交易日历感知：非交易时间跳过数据刷新
- 涵盖大盘指数、新闻、选股、回测、AI 预测等 12+ 任务

## Related Pages

- [[task-scheduler-and-infrastructure|任务调度与基础设施]]
- [[MainFundSelection]]
- [[APScheduler]]
- [[Backtesting]]

## Connections

- [[Redis]] — 缓存相关的定时刷新任务
- [[Prometheus]] — 任务执行性能指标采集",,wiki/concepts/TaskScheduling.md,# TaskScheduling 任务调度是平台基础设施的核心模式，通过 [[APScheduler]] 统一管理所有定时任务的注册、触发和监控。支持 Cron 表达式、Interval 触发和 Date 触发三种方式，并集成交易日历感知功能——非交易时间自动跳过数据刷新任务，减少无效请求。 ## Key Claims,"['infrastructure', 'automation']",concept,9
#FFC107,5,concepts/ThreeStageAnalysisPipeline,Three-Stage Analysis Pipeline,,2026-05-09,"['ai-intelligent-analysis-system', 'MultiAgentCoordinationArchitecture', 'AIAgent', 'DecisionCardValidation']","---
title: ""Three-Stage Analysis Pipeline""
type: concept
tags: [ai, analysis, pipeline]
sources: [ai-intelligent-analysis-system]
last_updated: 2026-05-09
---

## Summary

三阶段分析流水线（Three-Stage Analysis Pipeline）是[[ai-intelligent-analysis-system|AI智能分析系统]]的核心分析流程：阶段一（多智能体并发分析）→ 阶段二（团队讨论综合模拟投研会议，收集所有分析师报告，输出各维度共识与分歧点）→ 阶段三（最终投资决策，生成rating/action/target_price/stop_loss/confidence/时间框架）。

## Related Concepts

- [[MultiAgentCoordinationArchitecture]] — 多智能体协同架构
- [[AIAgent]] — AI智能体
- [[DecisionCardValidation]] — 决策卡片校验",,wiki/concepts/ThreeStageAnalysisPipeline.md,## Summary 三阶段分析流水线（Three-Stage Analysis Pipeline）是[[ai-intelligent-analysis-system|AI智能分析系统]]的核心分析流程：阶段一（多智能体并发分析）→ 阶段二（团队讨论综合模拟投研会议，收集所有分析师报告，输出各维度共识与分歧点）→ 阶段三（最终投资决策，生成rating/action/target_price/stop_loss/confidence/时,"['ai', 'analysis', 'pipeline']",concept,7
#00BCD4,11,concepts/Transformer,Transformer,,2024-03-15,"['attention-is-all-you-need', 'Vaswani', 'Google', 'AttentionMechanism', 'BERT', 'GPT', 'LLaMA', 'T5', 'OpenAI', 'StateSpaceModels']","---
title: ""Transformer""
type: concept
tags: [architecture, nlp, deep-learning]
sources: [attention-is-all-you-need, intro-to-llms]
last_updated: 2024-03-15
---

# Transformer

The **Transformer** is a deep learning architecture introduced in the paper ""[[attention-is-all-you-need]]"" by [[Vaswani]] et al. (2017) at [[Google]] Research. The author list includes Ashish Vaswani, Noam Shazeer, Niki Parmar, Jakob Uszkoreit, Llion Jones, Aidan N. Gomez, and Łukasz Kaiser.

## Architecture

### Encoder
- Multi-head self-attention
- Position-wise feed-forward networks
- Layer normalization and residual connections

### Decoder
- Masked self-attention (autoregressive)
- Cross-attention over encoder outputs
- Position-wise feed-forward networks

## Key Innovation
The Transformer replaces recurrence with [[AttentionMechanism]] (self-attention), allowing:
- Parallel computation across sequence positions
- Direct modeling of long-range dependencies
- Better gradient flow during training

## Variants
- **Encoder-only**: [[BERT]], RoBERTa, DistilBERT
- **Decoder-only**: [[GPT]] series, [[LLaMA]], Claude
- **Encoder-decoder**: [[T5]], BART, UL2

## Connections
- [[AttentionMechanism]] — core operation
- [[OpenAI]] — scaled decoder-only Transformers via [[GPT]]
- [[Google]] — original inventors
- [[StateSpaceModels]] — alternative architectures challenging the Transformer paradigm
",,wiki/concepts/Transformer.md,"# Transformer The **Transformer** is a deep learning architecture introduced in the paper ""[[attention-is-all-you-need]]"" by [[Vaswani]] et al. (2017) at [[Google]] Research. The author list includes Ashish Vaswani, Noam","['architecture', 'nlp', 'deep-learning']",concept,35
#FFC107,5,concepts/TrendTracking,TrendTracking,,2026-05-07,"['MomentumStrategy', 'main-fund-selection-system', 'TechnicalAnalysis']","---
title: ""TrendTracking""
type: concept
tags: [quantitative-trading, a-share, technical-analysis]
sources: [a-share-quantitative-trading-strategies-guide]
last_updated: 2026-05-07
---

# TrendTracking

趋势跟踪策略的本质是：股价一旦形成上升趋势，往往不会立刻结束，而是会沿着趋势持续一段时间。策略不去预测底部，而是在趋势已经明确后跟随。

## 常见信号
- 5 日均线 > 20 日均线 > 60 日均线
- 股价站上 60 日或 120 日均线
- MACD 金叉且位于零轴上方
- 创阶段新高

## A 股中为什么有效
A 股里一旦出现主线板块，龙头和核心趋势股经常有明显的""沿均线上行""特征，尤其在机构抱团和行业景气上行阶段。

## 优缺点
- 优点：逻辑清晰容易落地，能抓住大波段，对基本面要求不高
- 缺点：震荡市容易来回打脸，买点往往不低，容易高位接力后遇到回撤

## 参见
- [[MomentumStrategy]]
- [[main-fund-selection-system]]
- [[TechnicalAnalysis]]",,wiki/concepts/TrendTracking.md,# TrendTracking 趋势跟踪策略的本质是：股价一旦形成上升趋势，往往不会立刻结束，而是会沿着趋势持续一段时间。策略不去预测底部，而是在趋势已经明确后跟随。 ## 常见信号,"['quantitative-trading', 'a-share', 'technical-analysis']",concept,17
#FFC107,5,concepts/UserProfiling,UserProfiling,,2026-05-09,"['user-profile-system', 'MainFundSelection', 'StockSelectionStrategy', 'QuantitativeAnalysis', 'AIMultiAgentStockAnalysis']","---
title: ""UserProfiling""
type: concept
tags: [user-profile, personalization, ai-analysis]
sources: [user-profile-system]
last_updated: 2026-05-09
---

# UserProfiling

**用户画像**是一种通过收集用户多维度行为数据，利用LLM或算法生成用户特征描述的方法。在[[user-profile-system]]中，画像分为4大维度：投资风格、投资偏好、行为特征、能力评估。

## Key Principles

- **多维度采集**：覆盖用户行为的不同侧面
- **AI深度分析**：使用大模型理解行为模式而非简单统计
- **增量更新**：基于最后一次画像做增量数据更新
- **版本历史**：每次生成保存快照，追踪长期趋势

## Connections

- [[MainFundSelection]] — 画像系统的应用平台
- LLM — 画像生成的技术基础
- [[StockSelectionStrategy]] — 画像可驱动策略推荐
- [[QuantitativeAnalysis]] — 画像中的评分系统是量化分析的延伸
- [[AIMultiAgentStockAnalysis]] — AI多智能体分析的补充维度",,wiki/concepts/UserProfiling.md,# UserProfiling **用户画像**是一种通过收集用户多维度行为数据，利用LLM或算法生成用户特征描述的方法。在[[user-profile-system]]中，画像分为4大维度：投资风格、投资偏好、行为特征、能力评估。 ## Key Principles,"['user-profile', 'personalization', 'ai-analysis']",concept,9
#FFC107,5,concepts/ValueStrategy,ValueStrategy,,2026-05-07,"['GrowthStrategy', 'QualityStrategy', 'HighDividendLowVol']","---
title: ""ValueStrategy""
type: concept
tags: [quantitative-trading, a-share, value-investing]
sources: [a-share-quantitative-trading-strategies-guide]
last_updated: 2026-05-07
---

# ValueStrategy

价值策略认为低估值且基本面稳定的公司，最终会回归合理估值。常见选股标准是低 PE、低 PB、高股息、稳定盈利。

## 典型指标
- PE 低于行业中位数
- PB 偏低
- ROE 不差
- 自由现金流稳定
- 分红率较高

## 在 A 股的表现
价值风格在经济预期偏弱、市场强调安全边际时更占优，比如银行、煤炭、电力、运营商、公用事业等传统高股息领域。

## 风险点
- 可能买到""便宜但没有成长""的股票
- 有些低估值是因为行业长期走弱
- 风格切换到高弹性赛道时会跑输

## 参见
- [[GrowthStrategy]]
- [[QualityStrategy]]
- [[HighDividendLowVol]]",,wiki/concepts/ValueStrategy.md,# ValueStrategy 价值策略认为低估值且基本面稳定的公司，最终会回归合理估值。常见选股标准是低 PE、低 PB、高股息、稳定盈利。 ## 典型指标,"['quantitative-trading', 'a-share', 'value-investing']",concept,14
#FFC107,5,concepts/VolumePriceBreakout,VolumePriceBreakout,,2026-05-07,"['TrendTracking', 'MomentumStrategy', 'TechnicalAnalysis']","---
title: ""VolumePriceBreakout""
type: concept
tags: [quantitative-trading, a-share, technical-analysis]
sources: [a-share-quantitative-trading-strategies-guide]
last_updated: 2026-05-07
---

# VolumePriceBreakout

量价突破策略的核心是：股价在关键压力位附近震荡后，如果伴随放量突破，说明新的资金愿意在更高价格成交，往往意味着新一轮上涨开始。

## 常见信号
- 放量突破前高、平台或箱体上沿
- 成交量是过去 5-10 日均量的 1.5-3 倍
- 换手率明显抬升
- 分时强、收盘接近最高价

## A 股中常见形态
- 平台突破
- 首板后强势换手
- 趋势股二次突破
- 主线板块内龙二、龙三补涨启动

## 优缺点
- 优点：买入逻辑明确、易于量化识别、与情绪周期结合效果好
- 缺点：假突破很多、涨停封不住时容易被套、需要严格控制追高风险

## 参见
- [[TrendTracking]]
- [[MomentumStrategy]]
- [[TechnicalAnalysis]]",,wiki/concepts/VolumePriceBreakout.md,# VolumePriceBreakout 量价突破策略的核心是：股价在关键压力位附近震荡后，如果伴随放量突破，说明新的资金愿意在更高价格成交，往往意味着新一轮上涨开始。 ## 常见信号,"['quantitative-trading', 'a-share', 'technical-analysis']",concept,9
#FFC107,5,concepts/分层降级策略,分层降级策略,,2026-05-09,"['股票数据服务', '统一数据源管理器', 'Tushare', 'AKShare']","---
title: ""分层降级策略""
type: concept
tags: [resilience, fallback, architecture]
sources: [stock-data-service]
last_updated: 2026-05-09
---

# 分层降级策略

分层降级策略是[[股票数据服务]]的核心韧性设计，几乎每条数据获取链路都配置了2-4级降级方案。系统通过 `DataSourceRegistry` 按 `data_type` + `market` 获取优先级列表，当高优先级数据源失败时自动切换下一优先级，并记录失败源避免反复尝试。结合指数退避重试和健康检查机制，确保在数据源故障时系统仍能正常提供服务。

## Connected Pages
- [[股票数据服务]]
- [[统一数据源管理器]]
- [[Tushare]]
- [[AKShare]]",,wiki/concepts/分层降级策略.md,# 分层降级策略 分层降级策略是[[股票数据服务]]的核心韧性设计，几乎每条数据获取链路都配置了2-4级降级方案。系统通过 `DataSourceRegistry` 按 `data_type` + `market` 获取优先级列表，当高优先级数据源失败时自动切换下一优先级，并记录失败源避免反复尝试。结合指数退避重试和健康检查机制，确保在数据源故障时系统仍能正常提供服务。 ## Connected Pages,"['resilience', 'fallback', 'architecture']",concept,5
#FFC107,5,concepts/多层缓存策略,多层缓存策略,,2026-05-09,"['股票数据服务', '统一数据源管理器', 'Redis', 'PostgreSQL', '大盘云图双表机制']","---
title: ""多层缓存策略""
type: concept
tags: [caching, performance, architecture]
sources: [stock-data-service, task-scheduler-and-infrastructure]
last_updated: 2026-05-09
---

# 多层缓存策略

多层缓存策略是[[股票数据服务]]的核心设计模式之一，通过缓存分层实现逐级加速：Redis（<1ms）→ PostgreSQL 快照/发布表（<50ms）→ 外部 API（秒级）。该策略结合了内存缓存（TTL 300秒）、Redis 缓存（TTL 5分钟）、数据库持久化、双表版本机制等多种技术，在保证数据实时性的同时最大化系统性能。

## Connected Pages
- [[股票数据服务]]
- [[统一数据源管理器]]
- [[Redis]]
- [[PostgreSQL]]
- [[大盘云图双表机制]]",,wiki/concepts/多层缓存策略.md,# 多层缓存策略 多层缓存策略是[[股票数据服务]]的核心设计模式之一，通过缓存分层实现逐级加速：Redis（<1ms）→ PostgreSQL 快照/发布表（<50ms）→ 外部 API（秒级）。该策略结合了内存缓存（TTL 300秒）、Redis 缓存（TTL 5分钟）、数据库持久化、双表版本机制等多种技术，在保证数据实时性的同时最大化系统性能。 ## Connected Pages,"['caching', 'performance', 'architecture']",concept,6
